Zaman damgası,Cinsiyetiniz nedir?,Kaçıncı sınıfta eğitim görüyorsunuz?,Hangi fakültede öğrenim görüyorsunuz?,Not ortalamanız hangi sistem üzerinden hesaplanıyor?,4'lük sistemde geçen dönemki ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 2.15):,4'lük sistemde genel ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 2.15):,100'lük sistemde geçen dönemki ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 93.5):,100'lük sistemde genel ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 93.5):,Önceki dönem aldığınız ders sayısını giriniz:,Önceki dönem başarısız olduğunuz ders sayısını giriniz:,Haftada kaç saat ders çalışıyorsunuz?,Sınav haftaları kaç saat ders çalışıyorsunuz?,Annenizin eğitim durumu nedir?,Babanızın eğitim durumu nedir?,Evinizin aylık toplam geliri ne kadardır?,Bir işte çalışıyor musunuz?,Eğitim-öğretim dönemi içerisinde nerede ikamet ediyorsunuz?,Günlük ortalama ekran sürenizi seçiniz:,Günlük ortalama uyku sürenizi seçiniz:
11.03.2026 13:29:25,Kadın,3.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.47,2.45,,,6,0,5-10 saat,5-10 saat,İlkokul,Üniversite,0 - 28.075 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 13:40:12,Kadın,1.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,2.11,2.23,,,7,1,5-10 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 13:42:00,Kadın,3.sınıf,Mühendislik Fakültesi,4'lük sistem,3.1,2.71,,,5,0,5-10 saat,10-20 saat,Ortaokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 13:44:17,Kadın,4.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.42,2.92,,,6,0,5-10 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 13:47:52,Kadın,3.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.50,3.21,,,19,0,0-5 saat,20-30 saat,İlkokul,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 13:49:13,Kadın,1.sınıf,Diğer,4'lük sistem,3.14,3.10,,,10,0,0-5 saat,0-5 saat,Üniversite,Üniversite,0 - 28.075 TL,Part-Time çalışıyorum.,Aile evi,3 - 6 saat,0 - 3 saat
11.03.2026 13:50:54,Kadın,1.sınıf,Diğer,4'lük sistem,2.90,3,,,9,0,0-5 saat,10-20 saat,İlkokul,İlkokul,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 14:07:35,Erkek,2.sınıf,Diğer,4'lük sistem,2.05,1.55,,,8,3,0-5 saat,10-20 saat,Ortaokul,Lise,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 14:10:36,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,1.75,1.70,,,11,2,0-5 saat,50+ saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 14:15:06,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,0.66,0.70,,,4,1,0-5 saat,5-10 saat,İlkokul,İlkokul,0 - 28.075 TL,Part-Time çalışıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
11.03.2026 14:23:28,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,1.26,1.26,,,6,2,0-5 saat,5-10 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 14:27:37,Erkek,Diğer,Diğer,100'lük sistem,,,100.00,97.41,10,0,20-30 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
11.03.2026 14:33:29,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,3.95,3.95,,,5,0,10-20 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 14:33:46,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,2.86,2.33,,,12,1,5-10 saat,30-50 saat,İlkokul,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 14:35:02,Kadın,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.86,2.86,,,6,0,20-30 saat,30-50 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,3 - 6 saat
11.03.2026 14:43:19,Kadın,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.22,2.04,,,3,3,10-20 saat,5-10 saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 14:47:15,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.77,3.07,,,9,0,10-20 saat,50+ saat,Üniversite,Ortaokul,0 - 28.075 TL,Part-Time çalışıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 15:04:10,Erkek,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.10,2.23,,,12,1,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Part-Time çalışıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
11.03.2026 15:21:38,Erkek,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.16,3.04,,,7,0,5-10 saat,10-20 saat,Ortaokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 15:36:54,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,1.9,1.8,,,5,1,0-5 saat,20-30 saat,Lise,Üniversite,90.000+ TL,Part-Time çalışıyorum.,Öğrenci evi,3 - 6 saat,3 - 6 saat
11.03.2026 15:43:45,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,3.56,2.23,,,8,0,0-5 saat,5-10 saat,İlkokul,İlkokul,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 16:00:31,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,72.00,74.0,6,0,10-20 saat,30-50 saat,Ortaokul,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 16:01:38,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,78.00,76.0,5,0,10-20 saat,30-50 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 16:30:03,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,4.0,4.0,,,5,0,30-50 saat,50+ saat,İlkokul,Ortaokul,0 - 28.075 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 16:32:58,Erkek,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.35,2.35,,,12,1,0-5 saat,0-5 saat,İlkokul,İlkokul,90.000+ TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 16:36:59,Kadın,3.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.60,2.45,,,12,0,30-50 saat,50+ saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
11.03.2026 16:44:36,Erkek,4.sınıf,Mühendislik Fakültesi,4'lük sistem,2.52,2.92,,,6,1,10-20 saat,30-50 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Part-Time çalışıyorum.,Yurt,7 - 10 saat,3 - 6 saat
11.03.2026 16:45:37,Erkek,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.6,2.6,,,12,1,10-20 saat,50+ saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 16:45:40,Kadın,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.97,3.03,,,7,0,0-5 saat,10-20 saat,Lise,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 16:58:51,Kadın,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.65,2.55,,,9,0,0-5 saat,0-5 saat,İlkokul,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
11.03.2026 16:58:52,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.78,3.78,,,8,0,20-30 saat,50+ saat,Hiçbiri,Üniversite,60.000 - 90.000 TL,Part-Time çalışıyorum.,Aile evi,0 - 3 saat,3 - 6 saat
11.03.2026 17:00:24,Kadın,3.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.64,2.64,,,18,0,10-20 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 17:23:32,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,2.55,2.45,,,8,1,5-10 saat,10-20 saat,İlkokul,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 17:30:47,Kadın,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,43.00,56.5,5,0,5-10 saat,30-50 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
11.03.2026 18:06:35,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,2.54,2.87,,,9,1,0-5 saat,50+ saat,Ortaokul,Ortaokul,28.075 - 60.000 TL,Part-Time çalışıyorum.,Öğrenci evi,0 - 3 saat,3 - 6 saat
11.03.2026 18:14:03,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,1.37,2.01,,,6,2,10-20 saat,30-50 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 18:28:56,Kadın,3.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,64.00,70.0,15,0,5-10 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 18:34:46,Erkek,2.sınıf,Mühendislik Fakültesi,100'lük sistem,,,85.00,80.0,6,1,0-5 saat,30-50 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 18:47:49,Kadın,5.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.76,3.72,,,8,0,5-10 saat,50+ saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 18:50:02,Kadın,5.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.20,3.35,,,8,0,10-20 saat,50+ saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
11.03.2026 18:55:19,Erkek,1.sınıf,Diğer,4'lük sistem,2.55,2.55,,,10,2,5-10 saat,20-30 saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 19:13:47,Erkek,Diğer,Mühendislik Fakültesi,4'lük sistem,3.5,3.5,,,4,1,0-5 saat,5-10 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
11.03.2026 19:13:54,Erkek,2.sınıf,Diğer,4'lük sistem,4,4,,,3,1,0-5 saat,50+ saat,İlkokul,İlkokul,0 - 28.075 TL,Full-Time çalışıyorum.,Diğer,15 - 24 saat,0 - 3 saat
11.03.2026 19:33:03,Kadın,1.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.12,3,,,10,0,0-5 saat,5-10 saat,Lise,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 19:41:00,Kadın,1.sınıf,Diğer,4'lük sistem,3.8,3.8,,,6,0,10-20 saat,5-10 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 19:44:43,Kadın,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.02,2.34,,,7,2,0-5 saat,30-50 saat,Üniversite,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Öğrenci evi,10 - 15 saat,7 - 10 saat
11.03.2026 19:58:55,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.03,2.05,,,9,2,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 20:01:15,Erkek,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.17,3.17,,,8,0,5-10 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,3 - 6 saat
11.03.2026 20:01:38,Erkek,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.62,2.63,,,7,0,20-30 saat,5-10 saat,Ortaokul,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,3 - 6 saat
11.03.2026 20:13:07,Erkek,Diğer,Mühendislik Fakültesi,4'lük sistem,3.83,3.84,,,0,0,30-50 saat,30-50 saat,Lise,Üniversite,90.000+ TL,Full-Time çalışıyorum.,Diğer,3 - 6 saat,7 - 10 saat
11.03.2026 20:19:59,Kadın,4.sınıf,Mühendislik Fakültesi,4'lük sistem,3.90,3.25,,,6,0,20-30 saat,30-50 saat,Ortaokul,Lise,28.075 - 60.000 TL,Part-Time çalışıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 20:25:18,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.07,3,,,10,0,0-5 saat,0-5 saat,Üniversite,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,7 - 10 saat,3 - 6 saat
11.03.2026 20:26:14,Erkek,1.sınıf,Diğer,4'lük sistem,0,0,,,0,0,0-5 saat,5-10 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 20:27:19,Kadın,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,58.00,57.0,13,2,0-5 saat,10-20 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
11.03.2026 20:30:38,Erkek,Hazırlık,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,100'lük sistem,,,90.00,80.0,10,0,0-5 saat,0-5 saat,Lise,İlkokul,60.000 - 90.000 TL,Çalışmıyorum.,Öğrenci evi,7 - 10 saat,7 - 10 saat
11.03.2026 20:33:38,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.20,2.18,,,6,0,5-10 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 20:36:35,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.1,2.5,,,7,0,5-10 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,7 - 10 saat,3 - 6 saat
11.03.2026 20:40:02,Kadın,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,68.75,64.6,10,0,0-5 saat,30-50 saat,İlkokul,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,7 - 10 saat,3 - 6 saat
11.03.2026 20:45:23,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.10,2.85,,,6,2,10-20 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
11.03.2026 20:46:01,Erkek,2.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,1.72,2.23,,,6,1,0-5 saat,0-5 saat,Ortaokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 20:48:20,Erkek,2.sınıf,Diğer,4'lük sistem,3.14,2.97,,,7,0,50+ saat,5-10 saat,Lise,Üniversite,0 - 28.075 TL,Çalışmıyorum.,Diğer,0 - 3 saat,3 - 6 saat
11.03.2026 20:51:22,Erkek,1.sınıf,Diğer,4'lük sistem,0,3.28,,,0,0,20-30 saat,0-5 saat,Lise,Ortaokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 20:51:25,Erkek,3.sınıf,Diğer,4'lük sistem,3.4,3.5,,,8,0,0-5 saat,10-20 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,7 - 10 saat,7 - 10 saat
11.03.2026 20:53:01,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.31,3.31,,,13,0,0-5 saat,10-20 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 20:57:48,Kadın,4.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,2.42,2.26,,,10,4,0-5 saat,0-5 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 21:04:20,Erkek,4.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.50,2.20,,,9,1,0-5 saat,5-10 saat,Ortaokul,Ortaokul,60.000 - 90.000 TL,Çalışmıyorum.,Öğrenci evi,0 - 3 saat,7 - 10 saat
11.03.2026 21:10:08,Kadın,1.sınıf,Diğer,4'lük sistem,2.88,2.88,,,9,0,5-10 saat,10-20 saat,Üniversite,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 21:10:55,Kadın,1.sınıf,Diğer,4'lük sistem,2.47,2.47,,,9,2,0-5 saat,0-5 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,3 - 6 saat
11.03.2026 21:21:47,Erkek,Diğer,Eğitim/Fen Fakültesi,4'lük sistem,2.77,2.70,,,11,1,0-5 saat,5-10 saat,İlkokul,İlkokul,90.000+ TL,Full-Time çalışıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 21:23:37,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.67,3.44,,,7,0,5-10 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
11.03.2026 21:24:44,Kadın,2.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,3.6,3.7,,,4,0,5-10 saat,10-20 saat,İlkokul,Lise,0 - 28.075 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 21:25:15,Kadın,1.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.46,3.46,,,8,0,0-5 saat,0-5 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,10 - 15 saat,10 - 15 saat
11.03.2026 21:26:44,Kadın,1.sınıf,Diğer,4'lük sistem,3.10,3.10,,,8,8,0-5 saat,0-5 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Diğer,3 - 6 saat,7 - 10 saat
11.03.2026 21:29:47,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,0.13,0.13,,,10,10,0-5 saat,0-5 saat,Lise,İlkokul,0 - 28.075 TL,Part-Time çalışıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 21:30:31,Kadın,1.sınıf,Diğer,4'lük sistem,2.70,2.70,,,9,1,0-5 saat,10-20 saat,İlkokul,Ortaokul,0 - 28.075 TL,Çalışmıyorum.,Diğer,10 - 15 saat,3 - 6 saat
11.03.2026 21:31:21,Kadın,Hazırlık,İlahiyat Fakültesi,4'lük sistem,2.80,2.75,,,10,0,20-30 saat,5-10 saat,İlkokul,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 21:32:07,Kadın,4.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,3.50,3.67,,,1,0,5-10 saat,30-50 saat,Lise,Ortaokul,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 21:33:08,Erkek,Diğer,Havacılık ve Uzay Bilimleri Fakültesi,100'lük sistem,,,90.00,90.00,12,0,0-5 saat,0-5 saat,İlkokul,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Yurt,0 - 3 saat,3 - 6 saat
11.03.2026 21:34:38,Kadın,Diğer,Diğer,4'lük sistem,2.30,2.60,,,7,1,10-20 saat,20-30 saat,İlkokul,İlkokul,60.000 - 90.000 TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,3 - 6 saat
11.03.2026 21:37:45,Kadın,Diğer,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,3.05,2.93,,,8,0,10-20 saat,30-50 saat,Lise,Üniversite,90.000+ TL,Full-Time çalışıyorum.,Diğer,3 - 6 saat,3 - 6 saat
11.03.2026 21:39:19,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.60,2.65,,,8,1,5-10 saat,20-30 saat,İlkokul,İlkokul,90.000+ TL,Çalışmıyorum.,Öğrenci evi,0 - 3 saat,3 - 6 saat
11.03.2026 21:42:18,Kadın,4.sınıf,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,3.8,3.9,,,4,0,0-5 saat,0-5 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
11.03.2026 21:42:22,Erkek,Diğer,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,3.45,3.55,,,6,1,20-30 saat,10-20 saat,Lise,Lise,60.000 - 90.000 TL,Full-Time çalışıyorum.,Diğer,3 - 6 saat,7 - 10 saat
11.03.2026 21:48:30,Erkek,Diğer,Diğer,4'lük sistem,3.0,3.0,,,8,1,20-30 saat,10-20 saat,Lise,Ortaokul,0 - 28.075 TL,Çalışmıyorum.,Öğrenci evi,10 - 15 saat,7 - 10 saat
11.03.2026 21:49:28,Erkek,2.sınıf,Diğer,4'lük sistem,2.36,2.30,,,11,4,0-5 saat,5-10 saat,İlkokul,Lise,0 - 28.075 TL,Part-Time çalışıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
11.03.2026 21:50:36,Kadın,3.sınıf,Eğitim/Fen Fakültesi,100'lük sistem,,,80.00,80.00,8,1,5-10 saat,20-30 saat,İlkokul,İlkokul,0 - 28.075 TL,Part-Time çalışıyorum.,Yurt,10 - 15 saat,7 - 10 saat
11.03.2026 21:52:34,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.7,2.5,,,7,1,5-10 saat,20-30 saat,Ortaokul,İlkokul,28.075 - 60.000 TL,Part-Time çalışıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 21:53:32,Erkek,Diğer,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,3.63,3.43,,,8,0,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Full-Time çalışıyorum.,Diğer,3 - 6 saat,7 - 10 saat
